,avg_price,availability_rate,total_revenue,n_of_diff_dates,minimum_stay_mode
699403988780642696,700.6082725060827,0.9610705596107056,10400.0,411,2
46394467,251.58415841584159,0.6410891089108911,37240.0,404,3
22531967,1250.0,0.9528301886792453,25000.0,424,7
53774838,1000.0,1.0,,424,5
31308297,1000.0,1.0,,404,1
31945494,317.51824817518246,0.8223844282238443,27500.0,411,3
679166677359467385,1326.6509433962265,0.9386792452830188,23713.0,424,3
737667667929914409,800.0,0.9628712871287128,12000.0,404,7
756315688365997518,1184.1961852861036,0.7057220708446866,129600.0,367,7
54070429,680.0,0.6627358490566038,97240.0,424,4
39742353,679.7169811320755,0.07311320754716981,263400.0,424,4
22448710,1400.0,0.9339622641509434,39200.0,424,4
47028856,744.4959128065395,0.9727520435967303,10600.0,367,7
54015036,748.066037735849,0.2665094339622642,226780.0,424,1
12931525,1133.6415094339623,0.25235849056603776,360004.0,424,10
632699540868921708,600.9433962264151,0.9834905660377359,7000.0,424,2
666688976538823328,664.0583941605839,0.8637469586374696,52047.0,411,3
42588365,319.77122641509436,0.4363207547169811,83718.0,424,4
53043874,867.6179245283018,0.9245283018867925,46840.0,424,1
16145633,100.0,0.38366336633663367,24900.0,404,30
46637795,600.0,0.9764150943396226,6000.0,424,7
24285298,950.5896226415094,0.9882075471698113,4750.0,424,5
53950991,327.10141509433964,0.8537735849056604,20773.0,424,5
752991989545741808,229.29155313351498,0.9782016348773842,3250.0,367,2
41450402,553.6556603773585,0.15566037735849056,184000.0,424,4
16659215,160.0,0.0,7680.0,48,2
769611751302045150,238.724795640327,0.5422343324250681,36288.0,367,1
52348108,393.58490566037733,0.4221698113207547,98680.0,424,2
44425260,496.38613861386136,0.49257425742574257,96835.0,404,3
27852364,539.9133663366337,0.9232673267326733,23975.0,404,2
43957374,1100.0,0.175,254100.0,280,5
763760555124711556,816.3487738419618,0.9918256130790191,3600.0,367,1
18356021,491.95544554455444,0.12623762376237624,172600.0,404,2
39600601,920.872641509434,0.9339622641509434,26150.0,424,6
742766344121956195,520.6683168316831,0.9851485148514851,3850.0,404,5
757196780672641364,426.2397820163488,0.24250681198910082,111550.0,367,3
690345696830689284,3160.377358490566,0.9787735849056604,28000.0,424,1
53492737,412.8419811320755,0.9056603773584906,16000.0,424,2
758891346205914761,402.31607629427793,0.9455040871934605,8700.0,367,3
54079496,472.6866485013624,1.0,,367,1
768918152709858204,223.93460490463215,0.9427792915531336,6960.0,367,1
771134836709283777,369.83651226158037,0.2888283378746594,102320.0,367,2
45621607,240.43632075471697,0.8726415094339622,17900.0,424,7
22315910,249.43316831683168,0.17574257425742573,77821.0,404,4
36470124,879.4277929155313,0.9918256130790191,2700.0,367,8
36698654,920.3537735849056,0.8372641509433962,106290.0,424,4
750567808069508291,854.7275204359673,0.9291553133514986,31284.0,367,3
30560948,492.45283018867923,0.660377358490566,71800.0,424,1
714413334110733158,282.8882833787466,0.04087193460490463,98510.0,367,2
626613268590041709,557.311320754717,0.6533018867924528,81950.0,424,5
751514755070816425,1064.4359673024524,0.25340599455040874,325734.0,367,5
618943952389206201,295.188679245283,0.6627358490566038,46180.0,424,30
40153336,1011.3207547169811,0.39622641509433965,259200.0,424,5
759315302932794576,668.283378746594,0.9836512261580381,4200.0,367,1
47442612,692.9702970297029,0.4381188118811881,152710.0,404,4
51507847,439.2688679245283,0.8207547169811321,37250.0,424,3
40342798,669.4103773584906,0.4056603773584906,176930.0,424,2
53991028,415.65656565656565,0.9494949494949495,9300.0,396,2
41084138,500.0,1.0,,367,7
758758164947604865,200.0,0.989100817438692,800.0,367,1
47487716,2448.810344827586,0.4827586206896552,75000.0,58,6
770849753679081492,851.1253405994551,0.8991825613079019,31486.0,367,7
764339657746311808,1360.0,0.8310626702997275,84320.0,367,1
37092762,1000.0,0.5967302452316077,148000.0,367,4
597660388294875713,446.5801886792453,0.23820754716981132,143000.0,424,5
47726685,961.1678832116788,0.30656934306569344,279300.0,411,1
52131937,450.0,1.0,,367,10
695387875256366719,650.0,0.9363207547169812,17550.0,424,7
765058317290374900,652.724795640327,0.9427792915531336,16650.0,367,3
725297374488467181,657.7358490566038,0.9811320754716981,6150.0,424,3
766818176158740655,1500.0,0.8664850136239782,73500.0,367,4
574406486621991253,836.799504950495,0.2079207920792079,232935.0,404,3
753555054505551239,1000.0,0.2098092643051771,290000.0,367,5
755114443252986431,520.4359673024524,0.8991825613079019,18500.0,367,2
47255498,533.9622641509434,0.8466981132075472,35100.0,424,1
766156195693050227,1056.425068119891,0.9100817438692098,53807.0,367,3
745721701947116393,239.50953678474116,0.9155313351498637,11475.0,367,5
565007049956535379,731.8867924528302,0.964622641509434,17270.0,424,4
729744223605938249,592.9645569620253,0.369620253164557,149856.0,395,2
49022689,1064.5049504950496,0.9777227722772277,16200.0,404,3
769536633500752117,150.0,0.989100817438692,600.0,367,1
747778506721760874,486.0,0.8378378378378378,2916.0,37,3
770148522452764720,668.4305177111717,0.9591280653950953,8730.0,367,1
17096490,399.4277929155313,0.9536784741144414,6740.0,367,4
30693158,207.41144414168937,0.26430517711171664,55030.0,367,3
9182528,200.0,0.5801886792452831,35600.0,424,3
21607605,643.372641509434,0.8231132075471698,59670.0,424,6
47269493,627.7594339622641,0.41745283018867924,134670.0,424,5
756460851509718585,320.0,0.9727520435967303,3200.0,367,7
20635729,216.53537735849056,0.16745283018867924,65657.0,424,3
762192750283483456,774.4141689373297,0.997275204359673,790.0,367,1
755010668469409111,286.4850136239782,0.55858310626703,48100.0,367,2
769599022958916238,600.0,0.027247956403269755,214200.0,367,5
755046728170332800,739.700272479564,0.17438692098092642,233070.0,367,3
53229755,1820.754716981132,0.8844339622641509,70600.0,424,5
39171381,856.5395095367847,0.10354223433242507,279650.0,367,5
42314475,443.91509433962267,0.6650943396226415,54380.0,424,2
39315974,713.3787465940054,0.9754768392370572,7500.0,367,5
763113022018391914,369.3460490463215,0.40054495912806537,80150.0,367,3
54335217,468.80108991825614,0.22070844686648503,130950.0,367,3
751396284745576875,659.1607629427793,0.4359673024523161,147155.0,367,4
771268660697636751,1149.0,0.8555858310626703,60897.0,367,5
53248884,1581.9073569482289,0.9618528610354223,22120.0,367,1
763928357086223562,493.3242506811989,0.9591280653950953,7500.0,367,5
743462426129087538,300.0,0.9754768392370572,2700.0,367,1
46940475,6908.594005449591,0.0,2535454.0,367,1
754165491472296852,193.84196185286103,0.8365122615803815,15290.0,367,2
47534033,155.33018867924528,0.1509433962264151,54210.0,424,3
754964112807866137,1150.0,0.9400544959128065,25300.0,367,1
740418719355946535,1500.0,0.9809264305177112,10500.0,367,3
40482082,473.91509433962267,0.5330188679245284,87010.0,424,2
762341762809211072,644.9591280653951,0.17438692098092642,191460.0,367,5
747592469709020508,367.3487738419619,0.9564032697547684,7450.0,367,3
769616108652112172,667.3024523160763,0.9782016348773842,6400.0,367,4
40749720,550.0,0.0047169811320754715,232100.0,424,3
29816615,616.4850136239781,0.9673024523160763,9300.0,367,6
29706440,318.1132075471698,0.20518867924528303,120774.0,424,1
32035183,300.8174386920981,0.9645776566757494,4090.0,367,3
739015384619300207,3476.831683168317,0.3613861386138614,903000.0,404,5
762147613029600537,739.0953678474115,0.9427792915531336,16548.0,367,2
45985027,326.18811881188117,0.25,70680.0,404,10
756501691751462050,412.2615803814714,0.9809264305177112,5250.0,367,7
769389251553220948,798.0926430517711,0.40599455040871935,205900.0,367,7
47441042,519.2079207920792,0.8638613861386139,33120.0,404,5
762338546343135858,2300.0,0.45776566757493187,457700.0,367,4
755641922358414846,426.4032697547684,0.547683923705722,91300.0,367,7
753076868199108828,810.708446866485,0.2016348773841962,249730.0,367,1
743224710628329962,507.54768392370573,0.8528610354223434,28050.0,367,3
762916089194134311,1000.0,0.8392370572207084,59000.0,367,3
770135470713734104,1300.0,0.997275204359673,1300.0,367,10
762976491172050742,862.1253405994551,0.28065395095367845,214700.0,367,5
41340678,517.9209809264305,0.9918256130790191,1050.0,367,3
41043065,413.433242506812,0.1907356948228883,106000.0,367,6
756349386368160913,655.9945504087193,0.10354223433242507,215150.0,367,5
40923146,225.60643564356437,0.18316831683168316,78635.0,404,1
765220485646135765,714.7138964577657,0.9536784741144414,14900.0,367,1
53626390,425.0,1.0,,28,2
755690841665214982,842.8610354223433,0.8719346049046321,39950.0,367,7
750727216214250664,542.9427792915532,0.9782016348773842,4640.0,367,3
27022969,1518.4740566037735,0.25,449973.0,424,5
707817800293759087,277.3965936739659,0.2822384428223844,75150.0,411,1
586747349609261728,599.2643051771117,0.19346049046321526,182510.0,367,3
765224642879512785,1483.651226158038,1.0,,367,7
47085905,887.5585831062671,0.0,325734.0,367,5
698788704934171272,85.0,0.0,36040.0,424,1
770032669728106368,863.2697547683923,0.9673024523160763,11200.0,367,3
762939080716010996,924.6594005449591,0.9318801089918256,24600.0,367,7
27704027,485.02358490566036,0.35141509433962265,130050.0,424,2
41051267,462.3267326732673,0.9603960396039604,12800.0,404,5
53796581,1342.8217821782177,0.9108910891089109,46600.0,404,1
37118794,1000.0,0.49528301886792453,214000.0,424,7
34477306,380.36784741144413,0.8147138964577657,24575.0,367,5
761791400447949684,1230.3814713896459,0.9945504087193461,2500.0,367,5
762281119140381406,1185.967302452316,0.21525885558583105,357120.0,367,7
769615154809715174,204.0,1.0,,367,1
53547315,1076.1792452830189,0.9292452830188679,29700.0,424,3
762142382759412039,783.6512261580382,0.46321525885558584,157300.0,367,3
754796838418506202,735.1771117166212,0.9100817438692098,26400.0,367,7
755203594181306367,1642.108991825613,0.9237057220708447,51799.0,367,4
747562590463530062,438.5013623978202,0.9536784741144414,8500.0,367,2
725867973010290782,433.6239782016349,0.9536784741144414,12830.0,367,3
39890693,1359.2643051771117,0.9618528610354223,19600.0,367,5
39945171,850.0,0.6566757493188011,107100.0,367,5
739240768798926064,1121.8960396039604,0.054455445544554455,431976.0,404,4
29960983,602.9972752043597,0.7411444141689373,58450.0,367,5
752283581484972706,549.5231607629428,0.22615803814713897,160375.0,367,6
735515897180962711,2400.0,0.9809264305177112,16800.0,367,7
766429111795213657,397.1662125340599,0.9536784741144414,9365.0,367,2
53088615,528.1389645776567,0.9019073569482289,20880.0,367,4
765082478728764224,302.20708446866485,0.9754768392370572,3150.0,367,5
754257225154659006,610.0272479564032,0.15258855585831063,189060.0,367,3
750832057342160449,650.0,0.2506811989100817,178750.0,367,5
703826228624295293,785.4904632152588,0.5640326975476839,125852.0,367,5
768032727158094436,1200.5449591280653,0.4904632152588556,227400.0,367,2
754420952709094661,264.16893732970027,0.9673024523160763,4350.0,367,2
762112217871324562,725.3405994550409,0.3760217983651226,207740.0,367,5
757314444786674030,855.9128065395096,0.16621253405994552,267890.0,367,1
47077773,291.06267029972753,0.9536784741144414,8780.0,367,7
689192830515022754,644.141689373297,0.1989100817438692,192100.0,367,1
770815676936926798,490.73569482288826,0.7438692098092643,47000.0,367,1
768300741253068814,1816.5122615803814,0.9945504087193461,4780.0,367,3
771148377619364647,284.49591280653954,0.3896457765667575,67200.0,367,5
753705661776365934,666.8571428571429,1.0,,35,1
758059618209979073,400.0,0.9455040871934605,8000.0,367,5
40835980,1000.8174386920981,0.7193460490463215,105500.0,367,5
26996424,420.29972752043597,0.7029972752043597,41600.0,367,4
763005570050590802,769.2452316076294,0.9673024523160763,14869.0,367,6
39145336,427.2425068119891,0.2997275204359673,93164.0,367,7
753518430982314734,520.4550408719346,0.997275204359673,309.0,367,5
761755938032745270,340.02724795640324,0.10626702997275204,114350.0,367,1
47400000,1600.0,1.0,,424,1
746562870945906511,825.9945504087193,0.9046321525885559,32240.0,367,7
765325112696415612,675.9128065395096,0.9427792915531336,12939.0,367,1
16618715,573.8679245283018,0.29952830188679247,164020.0,424,2
30466884,1750.0,0.22615803814713897,497000.0,367,8
650592591360054871,200.3542234332425,0.6267029972752044,30060.0,367,1
38113842,785.9182561307902,0.9863760217983651,3916.0,367,1
52883365,359.8256130790191,0.22615803814713897,99881.0,367,1
771107086495739413,600.0,0.9591280653950953,9000.0,367,1
752174760530098599,538.8474114441417,0.9727520435967303,10519.0,367,5
578087513685013480,551.1792452830189,0.1320754716981132,191800.0,424,5
765352987934363967,919.0463215258856,0.05449591280653951,323140.0,367,7
758887455072616556,950.0,0.9809264305177112,6650.0,367,7
762899070556590154,900.0,0.997275204359673,900.0,367,7
750120088858561250,787.8746594005449,0.9536784741144414,13950.0,367,7
755813238148585928,1200.0,0.670299727520436,145200.0,367,1
47402735,510.8038147138965,0.8719346049046321,24882.0,367,5
767888090154319713,617.6866485013624,0.9237057220708447,16567.0,367,1
765304316937487929,990.1907356948229,0.4305177111716621,172800.0,367,2
760323273962093768,228.21525885558583,0.9128065395095368,11350.0,367,2
761012397702787099,800.0,0.4550408719346049,160000.0,367,5
758870769636301164,1197.0027247956402,0.7111716621253406,126100.0,367,6
765235553936283368,1400.0,0.997275204359673,1400.0,367,7
653105975850471964,258.0926430517711,0.14986376021798364,61920.0,367,3
753566944813003124,391.85286103542234,0.6893732970027248,48450.0,367,3
760964672507631048,1300.0,0.07901907356948229,439400.0,367,7
48101929,369.57547169811323,0.18632075471698112,135300.0,424,1
766477433167060017,600.708446866485,0.9318801089918256,10300.0,367,2
43283443,610.4741144414169,0.9618528610354223,12486.0,367,2
745572996552080346,1205.1226158038148,0.6893732970027248,143100.0,367,7
766434463075683839,947.2479564032698,0.16348773841961853,285396.0,367,8
769009482417170004,588.8555858310626,0.9727520435967303,6940.0,367,1
770166859449735630,752.2343324250681,0.22888283378746593,221590.0,367,5
41478160,243.37874659400546,0.05722070844686648,82620.0,367,3
769409523995182484,96.40326975476839,0.17166212534059946,29830.0,367,5
756997201912524343,1224.931880108992,0.18256130790190736,376000.0,367,3
760037358539038216,640.4632152588556,0.09536784741144415,215100.0,367,7
765933981906369872,2800.0,1.0,,367,10
715191951548230280,956.8564356435644,0.5024752475247525,209550.0,404,7
735528968450919786,454.74114441416896,0.26975476839237056,124950.0,367,4
747063598040323873,1016.3487738419618,0.9836512261580381,8000.0,367,1
558444710150656498,1000.0,0.08719346049046321,335000.0,367,2
767303976773437303,919.1280653950954,0.9073569482288828,49205.0,367,7
763817132983815438,1833.3514986376022,0.9509536784741145,41700.0,367,2
53091689,693.7602179836513,0.8474114441416893,39500.0,367,3
752994213751607067,670.5722070844687,0.5613079019073569,109158.0,367,6
764512192131798213,3054.4959128065393,1.0,,367,1
21436592,354.5776566757493,0.4359673024523161,64550.0,367,4
765215137531025040,698.882833787466,0.9237057220708447,19560.0,367,2
52826190,271.9346049046322,0.2561307901907357,68250.0,367,2
761012802307670121,444.5149863760218,0.3978201634877384,94330.0,367,3
749236858009962576,750.7629427792915,0.9237057220708447,21280.0,367,3
739690327805723448,491.6893732970027,0.9346049046321526,11000.0,367,1
756006202648492532,499.8910081743869,0.8828337874659401,20670.0,367,3
754260636604985777,6000.0,0.784741144414169,474000.0,367,1
39896394,793.2697547683923,0.005449591280653951,289130.0,367,5
40576710,708.7738419618529,0.8583106267029973,39650.0,367,1
770512976871686589,771.291553133515,0.2125340599455041,216776.0,367,3
47047563,685.1415094339623,0.21226415094339623,227500.0,424,8
53337464,344.1981132075472,0.9834905660377359,4260.0,424,2
39664483,645.9863760217984,0.19346049046321526,192299.0,367,5
770864364440292341,2700.0,1.0,,367,1
751508894634281743,550.0,0.7111716621253406,58300.0,367,1
759487100003663236,1289.0190735694823,0.6975476839237057,140250.0,367,6
763897237534221173,1117.0299727520437,0.46866485013623976,206400.0,367,3
738208514293857741,900.6435643564356,0.9381188118811881,23300.0,404,8
753462768477570402,584.6049046321526,0.17983651226158037,173850.0,367,2
754375397775403281,1009.0190735694823,0.37057220708446864,270590.0,367,4
766463519419413290,147.9782016348774,0.23433242506811988,40187.0,367,5
53937780,967.6470588235294,0.7058823529411765,10500.0,34,6
40779429,400.0,0.12806539509536785,128000.0,367,1
39752508,653.8461538461538,0.6923076923076923,5700.0,26,[3 4]
53030717,2800.0,0.9834905660377359,19600.0,424,5
768031350632379804,1335.3678474114442,0.44959128065395093,291500.0,367,2
768760624110619199,650.6539509536784,0.9100817438692098,21470.0,367,3
769406633936317022,91.48228882833787,0.25340599455040874,24934.0,367,5
47091307,629.9400544959128,0.08719346049046321,210900.0,367,3
53753908,660.2179836512262,0.24250681198910082,183200.0,367,3
765288498172786471,1095.2425068119892,0.9727520435967303,10915.0,367,2
753625150680079972,654.5613079019074,0.5013623978201635,127551.0,367,5
756343553290237088,118.0108991825613,0.3024523160762943,30970.0,367,2
28960506,544.9591280653951,0.1880108991825613,165500.0,367,5
760091257269532543,329.14285714285717,0.7714285714285715,2480.0,35,3
761506083693620977,466.9482288828338,0.9700272479564033,6050.0,367,3
46877879,594.2779291553134,0.989100817438692,2400.0,367,1
761486010072798259,521.117166212534,0.9182561307901907,16500.0,367,2
46662931,500.283378746594,0.3678474114441417,111412.0,367,2
46530405,1304.3836633663366,0.9554455445544554,24160.0,404,3
765245467313300967,1010.3542234332425,0.997275204359673,1000.0,367,10
768288843904248283,400.7765667574932,0.24795640326975477,111785.0,367,2
733943236967205757,719.8019801980198,0.9554455445544554,15600.0,404,7
39507664,430.70990566037733,0.4033018867924528,92425.0,424,2
749906305739556786,1070.8446866485015,0.9564032697547684,16000.0,367,2
765075031429933391,686.6485013623978,0.9809264305177112,4800.0,367,7
53568775,464.441416893733,0.5885558583106267,70150.0,367,2
40958431,550.0,0.03814713896457766,194150.0,367,7
771054676372745506,722.3869209809264,0.9591280653950953,12283.0,367,2
41762297,1540.9809264305177,0.20708446866485014,451540.0,367,2
750219527079512904,400.0,0.9673024523160763,4800.0,367,7
757789292882748679,993.3242506811989,0.03814713896457766,348650.0,367,2
738386989138220837,862.8712871287129,0.8712871287128713,44100.0,404,2
764692834916104045,500.0,0.9482288828337875,9500.0,367,2
41420865,606.9482288828337,0.9291553133514986,15900.0,367,4
759376490684055561,558.9100817438692,0.773841961852861,33840.0,367,7
764998918078366625,650.0,0.8474114441416893,36400.0,367,6
764519511433322662,568.6948228882834,0.20708446866485014,163270.0,367,3
765293444504624512,800.0,0.9100817438692098,26400.0,367,5
746890997734532839,1181.7438692098092,0.6866485013623979,140300.0,367,1
757170251145585262,1244.9591280653951,0.21525885558583105,345600.0,367,3
758802390764294293,850.0,0.9700272479564033,9350.0,367,1
53863922,649.1907356948229,0.17983651226158037,210399.0,367,1
753405028911465156,927.1117166212534,1.0,,367,7
757145296838322326,263.2697547683924,0.22888283378746593,74080.0,367,1
752852719980331559,1000.0,0.885558583106267,42000.0,367,1
557386903732882183,365.5722070844687,0.22888283378746593,88990.0,367,2
739198477312738969,403.46534653465346,0.9653465346534653,6900.0,404,2
47801160,1101.3623978201636,0.9836512261580381,6700.0,367,7
624633946203904422,140.5177111716621,0.8801089918256131,6350.0,367,1
46152371,150.0,0.9400544959128065,3300.0,367,1
761764584826945200,2500.0,0.9754768392370572,22500.0,367,1
760134185577069458,1200.0,1.0,,367,3
762206976417884246,952.9972752043597,0.9128065395095368,33400.0,367,5
735756948744314725,1350.190735694823,0.22888283378746593,394720.0,367,4
46119574,2500.0,0.9155313351498637,77500.0,367,10
47898532,947.5476839237057,0.14986376021798364,294950.0,367,7
54160636,734.4059405940594,0.8514851485148515,39750.0,404,7
755847660472987641,358.44686648501363,0.9073569482288828,20750.0,367,3
765347033297272430,768.8010899182561,0.9945504087193461,1200.0,367,7
755606045332852687,1489.9182561307903,0.9046321525885559,41500.0,367,5
748340562791914142,715.258855585831,0.9591280653950953,8525.0,367,4
767355959943738219,672.7847411444142,0.9918256130790191,2400.0,367,1
53538553,575.5040871934605,0.22343324250681199,168160.0,367,4
758046833917282632,810.3542234332425,0.9809264305177112,6000.0,367,7
41193865,455.0136239782016,0.8910081743869209,30820.0,367,2
54224642,357.35694822888286,0.989100817438692,1800.0,367,3
760325801206777466,549.3378746594005,0.9509536784741145,17028.0,367,3
770157868111561499,1200.817438692098,0.9400544959128065,26100.0,367,1
765399056882739939,787.7384196185286,0.9700272479564033,8800.0,367,2
761793820763686324,715.8038147138965,0.9155313351498637,21900.0,367,2
767460583685499400,1400.0,0.9645776566757494,18200.0,367,1
750549738133267552,918.1471389645776,0.9836512261580381,7200.0,367,2
771129312020189310,400.0,0.17438692098092642,121200.0,367,5
765375650150755574,845.7765667574932,1.0,,367,1
743582293439705027,848.0926430517711,0.6267029972752044,115850.0,367,6
753019499337520501,800.0,0.9046321525885559,28000.0,367,7
32185033,908.7193460490463,0.22615803814713897,258250.0,367,3
761359370805598508,750.0,0.25885558583106266,204000.0,367,3
771150185682126622,1006.5395095367847,0.9863760217983651,5000.0,367,1
749934186668347864,326.7302452316076,0.885558583106267,12945.0,367,2
30855028,288.6648501362398,0.043596730245231606,101940.0,367,3
764595430991746598,372.31607629427793,0.885558583106267,19670.0,367,3
755919144976286654,618.6376021798366,0.9645776566757494,10140.0,367,1
752688853977731183,610.4822888283379,0.9809264305177112,6790.0,367,7
757870092862519007,544.741144414169,0.3814713896457766,123920.0,367,2
760886818196346051,600.0,0.9427792915531336,12600.0,367,1
763573160238279336,1114.441416893733,0.9673024523160763,13400.0,367,7
765405216157248747,786.6485013623978,0.8937329700272479,30500.0,367,4
766788707373767791,1825.449591280654,0.22888283378746593,562800.0,367,7
762930100529008043,682.2070844686649,0.1444141689373297,208320.0,367,10
760890719365873339,1042.506811989101,0.335149863760218,244000.0,367,4
768658069269537266,1325.068119891008,0.9618528610354223,18600.0,367,1
30962064,2380.0,0.9945504087193461,4760.0,367,8
546588792290672978,428.8828337874659,0.9809264305177112,3000.0,367,1
766819711943519966,800.0,0.9754768392370572,7200.0,367,3
39946988,286.4850136239782,0.3651226158038147,62780.0,367,3
764448997790735569,1279.8365122615803,0.9863760217983651,6400.0,367,5
771111761043546355,589.4931880108992,0.20708446866485014,163704.0,367,3
50373089,835.8415841584158,0.7747524752475248,76180.0,404,7
551639377566480967,411.4441416893733,0.9509536784741145,7700.0,367,3
41270247,595.9400544959128,0.8038147138964578,51050.0,367,2
761558236277756250,599.4550408719346,0.9455040871934605,14550.0,367,5
763737773929070426,496.9209809264305,0.9237057220708447,25800.0,367,5
638192656148242663,426.4632152588556,0.7520435967302452,53316.0,367,5
754533066182650940,4200.0,1.0,,367,7
760744906334086646,713.6239782016348,0.9863760217983651,3500.0,367,5
766558889527865176,613.6239782016348,0.989100817438692,3400.0,367,4
46732171,900.0,0.23160762942779292,253800.0,367,5
30126704,791.0891089108911,0.8861386138613861,69000.0,404,10
761435242184281814,350.0,0.008174386920980926,127400.0,367,2
754266089933603520,1252.0435967302453,0.5286103542234333,223300.0,367,3
38933407,1700.0,0.42779291553133514,357000.0,367,10
770944995675994554,700.0,0.1226158038147139,225400.0,367,6
770402903965942064,850.0,0.9727520435967303,8500.0,367,2
684716834149586306,687.0572207084468,0.9400544959128065,14300.0,367,1
761505300562873802,459.8092643051771,0.22343324250681199,133150.0,367,3
53253965,857.1662125340599,0.08446866485013624,285750.0,367,8
757492328408967729,152.86103542234332,0.6893732970027248,26980.0,367,1
768695256036866802,818.7356948228883,0.5912806539509536,115462.0,367,5
518893779886421881,275.1144414168937,0.03814713896457766,86981.0,367,2
762830650404143552,500.5722070844687,0.9673024523160763,6310.0,367,4
15639459,1418.8118811881188,0.8242574257425742,106730.0,404,7
24512533,771.117166212534,0.9400544959128065,16600.0,367,2
54370123,326.566757493188,0.5885558583106267,51950.0,367,3
764376917677304019,1088.8555858310626,0.9346049046321526,39164.0,367,3
755661849786014442,464.0425531914894,0.925531914893617,4900.0,94,2
767553114528971505,540.0,0.9564032697547684,8640.0,367,1
748336742434217963,464.71389645776566,0.35967302452316074,110500.0,367,1
757886769041138098,900.0,0.4305177111716621,188100.0,367,10
749985265933568720,800.0,0.9782016348773842,6400.0,367,1
54365625,704.3596730245232,0.9318801089918256,18200.0,367,1
53341328,209.90463215258856,0.07084468664850137,68452.0,367,5
762255792328076957,1168.6376021798364,0.2506811989100817,303600.0,367,5
759586614872722965,300.0,0.7656675749318801,25800.0,367,7
755596270451710361,608.4468664850136,0.444141689373297,136400.0,367,9
759511217465301309,1420.6539509536785,0.9809264305177112,10500.0,367,7
760991581229689615,473.24795640326977,0.9128065395095368,28056.0,367,3
757068190134611847,594.2779291553134,0.051771117166212535,208500.0,367,3
45171402,1690.7356948228883,0.9727520435967303,16400.0,367,1
760408561555380982,850.0,0.9863760217983651,4250.0,367,1
751633293667757414,1060.5449591280653,0.8746594005449592,63700.0,367,2
765379069775147828,787.7384196185286,0.9155313351498637,24300.0,367,4
762222087085320918,2200.0,0.9373297002724795,50600.0,367,1
760947613603556887,232.99727520435968,0.10626702997275204,78360.0,367,2
705329280630368001,2000.0,0.8528610354223434,108000.0,367,1
746451645715267085,917.7111716621254,0.9237057220708447,25200.0,367,2
